order_id,status,total_amount,currency,payment_method,shipping_method,notes
4733,Processing,1227.95,GBP,credit_card,pickup_point,
4734,Refunded,1341.95,USD,klarna,standard,
4735,Pending,939.95,EUR,google_pay,standard,
4736,Cancelled,426.99,EUR,bank_transfer,standard,
4737,Delivered,1191.95,EUR,klarna,pickup_point,
4738,Shipped,697.95,EUR,debit_card,pickup_point,
4739,Shipped,1140.95,USD,credit_card,dhl,
4740,Processing,608.95,GBP,apple_pay,express,
4741,Pending,265.95,EUR,bank_transfer,ups,
4742,Refunded,835.95,USD,google_pay,standard,
4743,Cancelled,1003.95,GBP,bank_transfer,ups,
4744,Delivered,685.99,EUR,klarna,ups,
4745,Delivered,427.95,EUR,klarna,overnight,
4746,Delivered,305.99,GBP,apple_pay,ups,
4747,Returned,450.95,EUR,google_pay,express,
4748,Processing,597.95,GBP,bank_transfer,dhl,
4749,Pending,1237.99,EUR,klarna,standard,
4750,Cancelled,1431.95,USD,google_pay,fedex,
4751,Processing,609.99,GBP,credit_card,fedex,
4752,Processing,816.99,GBP,google_pay,fedex,
4753,Pending,1459.95,USD,google_pay,overnight,
4754,Refunded,646.95,USD,bank_transfer,economy,
4755,Delivered,1312.95,EUR,klarna,dhl,Gift wrapping requested
4756,Pending,755.99,USD,google_pay,overnight,
4757,Processing,1282.99,EUR,google_pay,ups,
4758,Delivered,234.99,EUR,klarna,standard,
4759,Delivered,50.99,GBP,google_pay,dhl,
4760,Refunded,424.99,EUR,klarna,fedex,
4761,Delivered,821.99,USD,klarna,standard,
4762,Pending,1395.95,GBP,bank_transfer,overnight,
4763,Returned,982.99,GBP,debit_card,ups,
4764,Cancelled,496.95,USD,apple_pay,ups,
4765,Pending,627.95,USD,credit_card,dhl,
4766,Delivered,870.99,GBP,credit_card,economy,
4767,Pending,748.99,EUR,paypal,economy,
4768,Processing,951.95,USD,apple_pay,overnight,
4769,Returned,1205.99,GBP,credit_card,pickup_point,
4770,Shipped,1447.99,EUR,google_pay,dhl,
4771,Cancelled,1273.99,USD,credit_card,ups,
4772,Pending,1444.99,GBP,paypal,standard,
4773,Shipped,819.99,USD,debit_card,overnight,
4774,Cancelled,81.95,EUR,apple_pay,economy,
4775,Returned,1437.95,EUR,google_pay,dhl,
4776,Refunded,427.95,USD,debit_card,ups,
4777,Refunded,31.95,USD,google_pay,standard,
4778,Shipped,48.99,GBP,paypal,dhl,
4779,Processing,1201.95,GBP,bank_transfer,ups,
4780,Cancelled,315.99,EUR,apple_pay,fedex,
4781,Refunded,1433.95,USD,bank_transfer,standard,
4782,Delivered,363.99,USD,paypal,pickup_point,
4783,Pending,242.99,GBP,bank_transfer,economy,
4784,Cancelled,507.99,GBP,debit_card,pickup_point,
4785,Processing,1258.95,GBP,paypal,ups,
4786,Shipped,824.95,GBP,google_pay,pickup_point,
4787,Refunded,156.95,EUR,klarna,ups,
4788,Processing,418.95,USD,paypal,pickup_point,Please pack carefully
4789,Delivered,669.95,EUR,credit_card,fedex,
4790,Cancelled,352.95,EUR,debit_card,economy,
4791,Cancelled,1258.95,USD,klarna,pickup_point,
4792,Pending,71.99,GBP,klarna,economy,
4793,Pending,293.99,GBP,apple_pay,overnight,
4794,Delivered,773.99,EUR,paypal,standard,
4795,Refunded,1428.99,EUR,apple_pay,overnight,
4796,Processing,1288.99,EUR,paypal,overnight,
4797,Shipped,911.99,USD,credit_card,express,Please pack carefully
4798,Cancelled,1424.99,GBP,debit_card,express,
4799,Shipped,310.99,GBP,google_pay,overnight,
4800,Returned,671.99,GBP,paypal,standard,
4801,Pending,282.99,EUR,debit_card,standard,
4802,Cancelled,1186.99,EUR,klarna,ups,
4803,Delivered,453.95,EUR,klarna,economy,
4804,Returned,483.95,EUR,apple_pay,dhl,
4805,Returned,1095.99,GBP,klarna,overnight,
4806,Pending,1472.99,GBP,google_pay,economy,
4807,Returned,1031.99,USD,klarna,overnight,
4808,Pending,786.95,USD,bank_transfer,pickup_point,
4809,Shipped,306.99,GBP,apple_pay,dhl,
4810,Cancelled,426.95,GBP,google_pay,standard,
4811,Refunded,1343.95,EUR,bank_transfer,express,
4812,Cancelled,565.95,USD,paypal,ups,
4813,Cancelled,315.99,GBP,debit_card,pickup_point,
4814,Cancelled,55.95,GBP,paypal,economy,
4815,Delivered,462.95,USD,apple_pay,ups,
4816,Pending,370.99,EUR,paypal,ups,
4817,Returned,1401.99,USD,credit_card,pickup_point,
4818,Shipped,150.95,USD,klarna,pickup_point,
4819,Cancelled,44.95,EUR,debit_card,economy,
4820,Pending,57.99,USD,bank_transfer,economy,
4821,Shipped,1341.99,USD,debit_card,economy,
4822,Delivered,497.95,EUR,debit_card,fedex,
4823,Refunded,567.99,GBP,apple_pay,fedex,
4824,Cancelled,621.95,EUR,google_pay,fedex,
4825,Shipped,909.99,GBP,klarna,pickup_point,
4826,Refunded,1080.99,USD,klarna,overnight,
4827,Pending,703.95,EUR,paypal,overnight,
4828,Cancelled,315.99,GBP,klarna,express,
4829,Refunded,891.95,GBP,debit_card,standard,
4830,Returned,708.99,USD,debit_card,economy,
4831,Returned,49.99,USD,debit_card,express,
4832,Refunded,562.95,USD,paypal,dhl,
4833,Processing,1006.99,EUR,debit_card,fedex,
4834,Returned,948.95,GBP,google_pay,pickup_point,
4835,Processing,161.95,EUR,klarna,pickup_point,
4836,Shipped,183.95,USD,debit_card,dhl,
4837,Shipped,141.95,GBP,paypal,pickup_point,
4838,Delivered,364.95,GBP,apple_pay,express,
4839,Pending,605.99,USD,apple_pay,economy,
4840,Shipped,61.99,USD,debit_card,economy,
4841,Shipped,164.95,USD,bank_transfer,standard,
4842,Processing,1016.95,USD,klarna,economy,
4843,Delivered,191.99,GBP,google_pay,dhl,
4844,Pending,278.95,EUR,apple_pay,dhl,
4845,Processing,1091.95,GBP,credit_card,ups,
4846,Cancelled,805.95,GBP,google_pay,express,
4847,Cancelled,518.99,EUR,bank_transfer,overnight,
4848,Pending,402.99,EUR,credit_card,express,
4849,Shipped,369.95,USD,paypal,express,
4850,Processing,1466.95,EUR,bank_transfer,economy,Please leave at front door
4851,Cancelled,168.99,USD,klarna,dhl,
4852,Returned,68.95,GBP,apple_pay,overnight,
4853,Delivered,1039.95,GBP,apple_pay,pickup_point,
4854,Delivered,1259.95,GBP,credit_card,economy,
4855,Delivered,641.99,GBP,debit_card,express,
4856,Delivered,275.95,USD,klarna,fedex,
4857,Delivered,1078.99,EUR,bank_transfer,economy,
4858,Returned,425.99,EUR,apple_pay,overnight,
4859,Cancelled,654.95,GBP,bank_transfer,pickup_point,
4860,Delivered,13.99,USD,bank_transfer,dhl,
4861,Delivered,587.99,EUR,google_pay,pickup_point,Business address
4862,Shipped,222.95,EUR,google_pay,fedex,
4863,Pending,984.95,USD,bank_transfer,fedex,
4864,Processing,221.95,GBP,google_pay,dhl,
4865,Returned,1477.99,GBP,credit_card,pickup_point,
4866,Refunded,686.95,GBP,klarna,ups,
4867,Refunded,812.95,EUR,bank_transfer,fedex,
4868,Shipped,1108.95,EUR,paypal,dhl,
4869,Shipped,893.95,GBP,klarna,pickup_point,
4870,Pending,1351.99,GBP,bank_transfer,fedex,
4871,Cancelled,947.99,EUR,bank_transfer,economy,
4872,Cancelled,404.99,EUR,paypal,economy,
4873,Returned,1041.99,EUR,bank_transfer,dhl,
4874,Shipped,947.99,EUR,credit_card,overnight,
4875,Refunded,979.95,EUR,google_pay,fedex,
4876,Processing,113.95,EUR,apple_pay,overnight,
4877,Returned,1453.95,USD,google_pay,standard,
4878,Returned,414.99,EUR,paypal,fedex,
4879,Processing,669.95,USD,debit_card,dhl,
4880,Cancelled,1341.99,USD,apple_pay,ups,
4881,Pending,141.95,EUR,apple_pay,fedex,
4882,Shipped,503.95,EUR,credit_card,standard,
4883,Pending,1184.95,EUR,debit_card,overnight,
4884,Shipped,111.95,EUR,apple_pay,economy,
4885,Shipped,695.95,USD,google_pay,express,
4886,Pending,898.95,EUR,debit_card,express,
4887,Delivered,41.95,GBP,paypal,ups,
4888,Refunded,1359.99,USD,klarna,overnight,
4889,Pending,1074.99,GBP,google_pay,economy,
4890,Refunded,1038.95,USD,klarna,economy,
4891,Shipped,689.99,EUR,apple_pay,pickup_point,
4892,Shipped,470.95,USD,klarna,pickup_point,
4893,Shipped,1044.95,EUR,apple_pay,economy,
4894,Delivered,290.99,USD,paypal,dhl,
4895,Returned,1239.95,USD,debit_card,ups,Fragile - handle with care
4896,Pending,583.99,USD,google_pay,ups,
4897,Delivered,483.99,GBP,bank_transfer,standard,
4898,Shipped,544.99,EUR,klarna,express,
4899,Returned,1240.95,GBP,klarna,pickup_point,
4900,Refunded,723.95,EUR,bank_transfer,dhl,ASAP delivery needed
4901,Processing,310.99,EUR,bank_transfer,express,
4902,Delivered,169.99,EUR,bank_transfer,fedex,
4903,Shipped,1430.99,EUR,klarna,economy,
4904,Cancelled,441.95,USD,bank_transfer,dhl,
4905,Returned,850.99,EUR,apple_pay,overnight,
4906,Delivered,685.95,EUR,credit_card,standard,
4907,Delivered,1315.95,USD,bank_transfer,fedex,
4908,Processing,1441.95,EUR,credit_card,overnight,
4909,Cancelled,1310.95,GBP,apple_pay,overnight,
4910,Cancelled,377.99,GBP,debit_card,fedex,
4911,Shipped,711.99,EUR,google_pay,express,
4912,Processing,1230.99,EUR,paypal,dhl,
4913,Delivered,721.99,EUR,google_pay,express,
4914,Returned,1167.95,USD,credit_card,fedex,
4915,Delivered,1403.95,GBP,klarna,pickup_point,
4916,Shipped,538.95,USD,klarna,standard,
4917,Refunded,505.95,EUR,paypal,fedex,
4918,Cancelled,302.99,USD,credit_card,express,
4919,Processing,1250.95,GBP,klarna,standard,
4920,Shipped,1019.99,GBP,google_pay,fedex,
4921,Shipped,15.99,EUR,apple_pay,pickup_point,
4922,Shipped,1452.95,USD,credit_card,pickup_point,
4923,Cancelled,929.99,USD,bank_transfer,fedex,
4924,Returned,780.99,GBP,bank_transfer,pickup_point,
4925,Shipped,318.99,USD,google_pay,standard,
4926,Pending,503.99,USD,klarna,fedex,
4927,Pending,1088.95,GBP,apple_pay,overnight,
4928,Delivered,1198.99,USD,bank_transfer,economy,
4929,Shipped,462.99,USD,bank_transfer,pickup_point,Combine with other items if available
4930,Refunded,981.99,USD,debit_card,fedex,
4931,Refunded,650.99,EUR,debit_card,economy,Leave with neighbor if not home
4932,Processing,665.99,USD,google_pay,dhl,Business address
4933,Processing,172.99,EUR,apple_pay,economy,
4934,Pending,394.95,GBP,google_pay,ups,
4935,Pending,1308.95,GBP,credit_card,express,
4936,Returned,1349.95,USD,klarna,fedex,
4937,Processing,299.99,GBP,bank_transfer,ups,
4938,Delivered,504.99,GBP,debit_card,express,
4939,Refunded,1097.99,GBP,bank_transfer,ups,
4940,Refunded,274.95,USD,bank_transfer,overnight,
4941,Refunded,704.99,GBP,bank_transfer,fedex,
4942,Refunded,1346.95,GBP,klarna,ups,
4943,Pending,410.99,USD,apple_pay,standard,
4944,Cancelled,1010.99,GBP,klarna,express,
4945,Processing,48.99,USD,bank_transfer,ups,
4946,Delivered,307.95,USD,klarna,pickup_point,
4947,Cancelled,742.99,GBP,apple_pay,ups,
4948,Returned,301.99,USD,google_pay,express,
4949,Shipped,1061.95,USD,debit_card,economy,
4950,Refunded,456.99,USD,paypal,standard,
4951,Delivered,549.95,GBP,klarna,overnight,
4952,Returned,1497.99,GBP,bank_transfer,express,
4953,Returned,1329.99,GBP,bank_transfer,fedex,
4954,Shipped,1113.95,GBP,credit_card,express,
4955,Refunded,778.95,GBP,google_pay,standard,
4956,Returned,1091.99,USD,debit_card,express,
4957,Pending,659.99,GBP,paypal,standard,
4958,Delivered,532.99,GBP,credit_card,dhl,
4959,Refunded,576.99,EUR,klarna,dhl,
4960,Shipped,385.95,USD,debit_card,pickup_point,
4961,Delivered,1456.99,EUR,klarna,dhl,
4962,Refunded,132.95,USD,debit_card,dhl,
4963,Cancelled,401.99,USD,debit_card,standard,
4964,Processing,668.99,USD,debit_card,standard,Do not leave in direct sunlight
4965,Delivered,156.95,GBP,klarna,overnight,
4966,Refunded,361.99,GBP,google_pay,economy,
4967,Shipped,711.95,USD,apple_pay,fedex,
4968,Pending,537.95,EUR,apple_pay,pickup_point,
4969,Delivered,1068.95,USD,klarna,express,
4970,Pending,830.99,GBP,klarna,standard,
4971,Delivered,190.95,EUR,credit_card,pickup_point,
4972,Pending,1151.95,EUR,credit_card,standard,
4973,Processing,1477.95,GBP,debit_card,fedex,
4974,Returned,1050.99,GBP,google_pay,economy,
4975,Refunded,623.95,EUR,apple_pay,dhl,
4976,Cancelled,905.95,GBP,paypal,ups,
4977,Pending,212.95,GBP,google_pay,pickup_point,
4978,Pending,330.99,GBP,apple_pay,standard,
4979,Returned,941.95,EUR,google_pay,standard,
4980,Processing,1131.99,EUR,paypal,dhl,
4981,Pending,1423.95,USD,paypal,standard,
4982,Processing,1411.99,EUR,apple_pay,economy,
4983,Cancelled,878.99,USD,paypal,express,
4984,Delivered,1176.99,USD,klarna,dhl,
4985,Refunded,791.99,GBP,paypal,fedex,
4986,Shipped,1142.95,USD,credit_card,express,
4987,Delivered,1325.95,USD,paypal,overnight,
4988,Returned,545.99,USD,bank_transfer,dhl,
4989,Delivered,501.99,GBP,klarna,economy,ASAP delivery needed
4990,Cancelled,826.99,GBP,klarna,economy,
4991,Pending,1301.99,USD,debit_card,ups,
4992,Pending,310.99,GBP,paypal,dhl,
4993,Cancelled,417.95,GBP,credit_card,economy,
4994,Shipped,283.99,EUR,apple_pay,pickup_point,
4995,Cancelled,1434.99,USD,credit_card,standard,
4996,Shipped,573.95,GBP,debit_card,economy,
4997,Cancelled,534.99,GBP,klarna,standard,
4998,Processing,1493.99,GBP,apple_pay,dhl,
4999,Processing,272.99,EUR,apple_pay,express,
5000,Cancelled,749.99,GBP,bank_transfer,dhl,
5001,Delivered,197.95,GBP,credit_card,economy,
5002,Delivered,347.99,EUR,klarna,ups,
5003,Processing,945.99,USD,paypal,overnight,
5004,Refunded,776.95,USD,credit_card,overnight,
5005,Shipped,1153.99,USD,klarna,fedex,
5006,Cancelled,123.95,GBP,paypal,dhl,
5007,Processing,1024.95,GBP,klarna,fedex,
5008,Cancelled,1053.99,EUR,paypal,fedex,
5009,Delivered,1031.95,GBP,paypal,standard,
5010,Shipped,679.95,GBP,paypal,economy,
5011,Returned,684.99,USD,apple_pay,standard,
5012,Cancelled,1348.95,USD,klarna,overnight,
5013,Refunded,33.95,EUR,credit_card,ups,Please leave at front door
5014,Cancelled,671.95,EUR,klarna,overnight,
5015,Processing,75.99,GBP,google_pay,dhl,
5016,Refunded,993.99,USD,debit_card,dhl,
5017,Cancelled,855.95,GBP,bank_transfer,dhl,
5018,Shipped,331.99,GBP,bank_transfer,fedex,
5019,Cancelled,680.95,USD,klarna,overnight,
5020,Returned,909.99,GBP,debit_card,dhl,
5021,Pending,1231.99,EUR,apple_pay,fedex,
5022,Processing,1442.95,EUR,bank_transfer,standard,
5023,Pending,113.95,GBP,paypal,overnight,
5024,Processing,397.95,GBP,google_pay,dhl,
5025,Returned,779.99,GBP,debit_card,dhl,
5026,Returned,122.99,EUR,credit_card,ups,
5027,Processing,1121.95,EUR,bank_transfer,fedex,
5028,Delivered,269.99,USD,debit_card,dhl,
5029,Delivered,1080.95,EUR,paypal,fedex,
5030,Refunded,997.99,EUR,credit_card,express,
5031,Processing,40.99,GBP,klarna,standard,
5032,Returned,1447.95,EUR,klarna,standard,
5033,Pending,215.99,USD,credit_card,pickup_point,
5034,Pending,412.95,EUR,bank_transfer,fedex,
5035,Shipped,1399.95,GBP,debit_card,economy,
5036,Cancelled,1313.99,GBP,apple_pay,fedex,
5037,Refunded,1335.99,GBP,apple_pay,standard,
5038,Refunded,902.95,GBP,debit_card,standard,
5039,Returned,801.99,GBP,apple_pay,fedex,
5040,Refunded,357.95,GBP,klarna,dhl,
5041,Cancelled,660.95,EUR,bank_transfer,standard,
5042,Delivered,176.99,EUR,klarna,overnight,
5043,Cancelled,427.99,USD,bank_transfer,standard,
5044,Pending,1496.95,GBP,paypal,dhl,
5045,Processing,968.95,USD,credit_card,economy,
5046,Refunded,809.99,GBP,credit_card,fedex,Leave with neighbor if not home
5047,Refunded,1222.99,GBP,apple_pay,fedex,
5048,Shipped,233.95,GBP,klarna,standard,
5049,Pending,1243.99,GBP,klarna,pickup_point,
5050,Cancelled,973.99,USD,paypal,overnight,
5051,Refunded,782.99,GBP,google_pay,dhl,
5052,Delivered,256.99,USD,debit_card,pickup_point,
5053,Returned,1328.99,GBP,bank_transfer,overnight,
5054,Returned,1436.95,USD,debit_card,pickup_point,
5055,Refunded,492.95,EUR,bank_transfer,dhl,
5056,Processing,487.99,USD,debit_card,pickup_point,
5057,Delivered,726.99,GBP,klarna,economy,Ring doorbell twice
5058,Returned,1048.99,GBP,klarna,fedex,
5059,Refunded,1306.99,USD,debit_card,economy,
5060,Processing,483.95,GBP,apple_pay,economy,
5061,Delivered,250.99,GBP,credit_card,pickup_point,
5062,Delivered,645.95,USD,apple_pay,standard,
5063,Refunded,881.99,USD,google_pay,ups,
5064,Returned,222.95,EUR,google_pay,fedex,Business address
5065,Processing,806.99,USD,klarna,fedex,
5066,Delivered,953.95,EUR,google_pay,pickup_point,
5067,Delivered,1286.95,GBP,bank_transfer,economy,
5068,Pending,320.99,GBP,google_pay,dhl,
5069,Cancelled,859.99,EUR,credit_card,overnight,
5070,Processing,844.99,USD,google_pay,overnight,
5071,Delivered,1185.99,EUR,bank_transfer,express,
5072,Pending,816.95,USD,debit_card,express,
5073,Processing,1178.99,USD,google_pay,dhl,
5074,Cancelled,300.99,EUR,paypal,fedex,
5075,Returned,787.95,USD,paypal,economy,
5076,Returned,711.95,USD,klarna,express,
5077,Shipped,224.99,EUR,klarna,dhl,
5078,Pending,1062.95,GBP,apple_pay,overnight,
5079,Pending,731.95,GBP,google_pay,standard,
5080,Refunded,607.99,GBP,debit_card,fedex,
5081,Processing,666.99,GBP,credit_card,ups,
5082,Returned,708.99,EUR,credit_card,standard,
5083,Returned,210.95,GBP,debit_card,express,
5084,Delivered,222.99,GBP,apple_pay,fedex,
5085,Pending,959.99,EUR,google_pay,express,
5086,Pending,158.99,USD,paypal,pickup_point,
5087,Cancelled,55.95,USD,apple_pay,dhl,
5088,Refunded,775.99,USD,google_pay,standard,Signature required
5089,Refunded,154.95,GBP,bank_transfer,fedex,
5090,Returned,1105.95,GBP,debit_card,overnight,
5091,Pending,1406.99,GBP,klarna,ups,
5092,Processing,884.99,USD,google_pay,ups,
5093,Refunded,537.99,GBP,credit_card,express,
5094,Shipped,210.99,GBP,bank_transfer,standard,
5095,Cancelled,882.95,GBP,debit_card,ups,
5096,Cancelled,231.99,EUR,credit_card,standard,
5097,Shipped,1425.99,USD,bank_transfer,standard,
5098,Shipped,1251.95,USD,google_pay,standard,
5099,Returned,1351.95,USD,google_pay,economy,
5100,Delivered,72.95,USD,klarna,standard,
5101,Cancelled,1266.99,USD,credit_card,ups,
5102,Shipped,381.95,EUR,credit_card,economy,
5103,Refunded,254.95,USD,paypal,overnight,
5104,Refunded,575.99,GBP,apple_pay,economy,
5105,Pending,383.95,GBP,google_pay,express,
5106,Cancelled,268.99,GBP,credit_card,economy,
5107,Cancelled,243.95,EUR,paypal,economy,
5108,Refunded,1408.95,EUR,apple_pay,overnight,
5109,Pending,959.99,EUR,apple_pay,standard,
5110,Returned,546.95,GBP,apple_pay,express,Business address
5111,Returned,1276.99,USD,bank_transfer,overnight,
5112,Processing,683.95,EUR,paypal,overnight,
5113,Returned,1242.95,GBP,google_pay,dhl,
5114,Shipped,1231.95,GBP,google_pay,dhl,
5115,Delivered,631.99,GBP,debit_card,fedex,
5116,Cancelled,573.99,USD,bank_transfer,economy,
5117,Refunded,1176.99,GBP,apple_pay,express,
5118,Refunded,1120.99,GBP,paypal,express,
5119,Delivered,619.99,USD,klarna,overnight,
5120,Returned,825.95,GBP,klarna,express,
5121,Processing,1434.95,GBP,paypal,economy,
5122,Shipped,1027.95,EUR,google_pay,express,
5123,Delivered,1021.99,USD,credit_card,pickup_point,
5124,Returned,781.99,USD,debit_card,overnight,
5125,Cancelled,267.95,GBP,credit_card,economy,
5126,Refunded,415.95,GBP,credit_card,pickup_point,
5127,Cancelled,1155.99,GBP,bank_transfer,dhl,
5128,Processing,1437.99,EUR,paypal,overnight,
5129,Refunded,1226.99,USD,apple_pay,economy,
5130,Processing,196.99,GBP,klarna,dhl,
5131,Pending,114.99,EUR,debit_card,economy,
5132,Shipped,1294.99,GBP,bank_transfer,economy,
5133,Delivered,1426.99,EUR,bank_transfer,fedex,
5134,Refunded,686.99,USD,paypal,standard,
5135,Returned,145.95,USD,paypal,overnight,
5136,Processing,680.95,EUR,debit_card,dhl,
5137,Refunded,1374.95,GBP,klarna,pickup_point,
5138,Refunded,859.95,EUR,apple_pay,standard,
5139,Pending,598.95,EUR,debit_card,standard,
5140,Pending,292.95,USD,apple_pay,economy,
5141,Refunded,739.99,EUR,klarna,pickup_point,
5142,Cancelled,988.95,EUR,credit_card,fedex,
5143,Processing,995.95,GBP,paypal,overnight,
5144,Cancelled,1415.95,EUR,credit_card,economy,Combine with other items if available
5145,Shipped,1337.99,EUR,apple_pay,fedex,
5146,Cancelled,222.95,EUR,apple_pay,standard,
5147,Returned,826.95,USD,klarna,express,
5148,Cancelled,160.95,USD,debit_card,economy,
5149,Processing,1223.95,EUR,paypal,ups,
5150,Cancelled,1114.95,EUR,paypal,pickup_point,
5151,Cancelled,821.95,GBP,bank_transfer,pickup_point,
5152,Delivered,441.99,USD,apple_pay,economy,
5153,Pending,1113.95,EUR,credit_card,ups,
5154,Delivered,1196.95,USD,klarna,standard,
5155,Cancelled,1037.95,EUR,credit_card,overnight,
5156,Processing,810.99,GBP,apple_pay,express,Deliver to back entrance
5157,Returned,581.95,EUR,klarna,pickup_point,
5158,Processing,131.95,USD,google_pay,overnight,
5159,Pending,109.99,USD,bank_transfer,dhl,
5160,Refunded,907.95,USD,bank_transfer,overnight,
5161,Pending,178.95,GBP,paypal,standard,Please leave at front door
5162,Pending,1182.95,USD,klarna,pickup_point,Please pack carefully
5163,Pending,1092.95,USD,debit_card,pickup_point,
5164,Cancelled,791.95,EUR,google_pay,overnight,
5165,Returned,795.99,EUR,bank_transfer,overnight,
5166,Shipped,1210.99,EUR,debit_card,express,
5167,Cancelled,525.99,USD,apple_pay,standard,
5168,Shipped,1316.99,EUR,bank_transfer,overnight,
5169,Processing,559.95,USD,bank_transfer,pickup_point,
5170,Refunded,813.99,GBP,credit_card,dhl,
5171,Processing,1015.99,GBP,google_pay,standard,
5172,Shipped,435.95,GBP,paypal,express,
5173,Cancelled,175.95,USD,google_pay,standard,
5174,Shipped,358.95,EUR,bank_transfer,fedex,
5175,Returned,478.95,GBP,debit_card,economy,
5176,Shipped,246.99,USD,klarna,overnight,
5177,Cancelled,612.99,GBP,google_pay,dhl,
5178,Shipped,33.99,USD,paypal,ups,
5179,Refunded,976.95,EUR,credit_card,standard,
5180,Cancelled,719.95,USD,bank_transfer,ups,
5181,Refunded,1488.99,USD,credit_card,pickup_point,
5182,Returned,524.95,EUR,bank_transfer,pickup_point,
5183,Processing,278.99,EUR,bank_transfer,pickup_point,
5184,Processing,993.99,EUR,apple_pay,economy,
5185,Shipped,918.99,GBP,klarna,overnight,
5186,Cancelled,111.95,EUR,google_pay,overnight,
5187,Delivered,116.99,GBP,credit_card,dhl,
5188,Refunded,143.99,EUR,google_pay,overnight,
5189,Shipped,1350.99,EUR,google_pay,ups,
5190,Returned,204.95,USD,debit_card,dhl,
5191,Processing,1408.95,USD,google_pay,pickup_point,
5192,Returned,227.99,EUR,google_pay,standard,
5193,Delivered,941.99,USD,apple_pay,dhl,
5194,Shipped,837.99,EUR,klarna,express,
5195,Shipped,1239.95,GBP,klarna,dhl,
5196,Processing,1279.99,USD,klarna,express,
5197,Processing,1218.99,USD,apple_pay,express,
5198,Processing,551.95,GBP,credit_card,express,
5199,Returned,334.99,EUR,google_pay,ups,
5200,Processing,791.95,GBP,debit_card,pickup_point,
5201,Processing,245.99,USD,apple_pay,dhl,
5202,Cancelled,831.95,GBP,apple_pay,dhl,
5203,Returned,567.99,USD,apple_pay,fedex,
5204,Processing,180.95,USD,credit_card,express,
5205,Pending,995.99,GBP,apple_pay,fedex,
5206,Processing,458.99,USD,google_pay,overnight,
5207,Refunded,1284.99,GBP,bank_transfer,pickup_point,Gift wrapping requested
5208,Delivered,763.99,EUR,credit_card,overnight,
5209,Returned,1085.99,EUR,apple_pay,overnight,Please leave at front door
5210,Refunded,183.99,USD,klarna,economy,
5211,Processing,236.95,GBP,credit_card,ups,Do not leave in direct sunlight
5212,Cancelled,1060.95,GBP,bank_transfer,economy,
5213,Delivered,12.95,GBP,paypal,fedex,
5214,Refunded,1473.95,GBP,google_pay,express,
5215,Delivered,503.95,USD,google_pay,express,
5216,Cancelled,74.99,EUR,google_pay,ups,
5217,Shipped,731.99,EUR,apple_pay,standard,
5218,Returned,291.99,EUR,google_pay,overnight,
5219,Shipped,1236.99,USD,debit_card,overnight,
5220,Refunded,221.99,GBP,credit_card,ups,
5221,Pending,1306.99,USD,bank_transfer,express,
5222,Delivered,1341.99,EUR,klarna,pickup_point,
5223,Cancelled,558.95,EUR,paypal,economy,
5224,Refunded,998.99,USD,credit_card,ups,
5225,Cancelled,1303.99,GBP,credit_card,pickup_point,
5226,Delivered,848.99,USD,apple_pay,economy,
5227,Cancelled,926.99,EUR,credit_card,pickup_point,
5228,Pending,899.99,GBP,apple_pay,overnight,
5229,Returned,1195.95,GBP,debit_card,economy,
5230,Returned,518.95,GBP,bank_transfer,overnight,
5231,Delivered,1269.95,EUR,credit_card,express,
5232,Shipped,120.99,GBP,paypal,pickup_point,
5233,Processing,1006.99,GBP,google_pay,dhl,
5234,Refunded,1489.95,EUR,credit_card,ups,
5235,Cancelled,969.95,EUR,google_pay,fedex,
5236,Processing,460.99,GBP,klarna,dhl,Signature required
5237,Pending,1130.95,EUR,apple_pay,dhl,
5238,Pending,583.99,GBP,apple_pay,dhl,
5239,Processing,798.95,EUR,klarna,ups,
5240,Delivered,549.99,EUR,bank_transfer,express,Fragile - handle with care
5241,Processing,1208.99,USD,bank_transfer,ups,
5242,Refunded,272.95,EUR,bank_transfer,dhl,
5243,Refunded,1446.99,GBP,apple_pay,dhl,
5244,Processing,143.95,USD,bank_transfer,economy,
5245,Pending,581.99,USD,paypal,dhl,
5246,Processing,523.95,USD,credit_card,fedex,
5247,Refunded,1237.95,GBP,google_pay,overnight,
5248,Processing,562.95,EUR,google_pay,ups,
5249,Shipped,176.95,USD,debit_card,fedex,
5250,Delivered,1084.99,GBP,google_pay,ups,
5251,Delivered,1043.95,USD,apple_pay,express,
5252,Shipped,918.95,USD,bank_transfer,economy,
5253,Delivered,721.95,EUR,apple_pay,fedex,
5254,Delivered,741.95,EUR,google_pay,dhl,Please leave at front door
5255,Pending,521.95,EUR,paypal,economy,
5256,Shipped,1241.99,USD,klarna,pickup_point,
5257,Returned,51.99,USD,debit_card,fedex,
5258,Pending,934.95,GBP,apple_pay,express,
5259,Shipped,796.95,GBP,debit_card,ups,
5260,Pending,822.99,USD,bank_transfer,fedex,
5261,Processing,1465.99,USD,paypal,standard,
5262,Cancelled,816.95,USD,credit_card,overnight,
5263,Returned,624.95,GBP,paypal,pickup_point,
5264,Delivered,952.99,USD,paypal,fedex,
5265,Delivered,1216.99,EUR,apple_pay,standard,
5266,Refunded,826.99,GBP,debit_card,fedex,
5267,Shipped,163.95,USD,google_pay,fedex,
5268,Processing,478.99,USD,google_pay,fedex,
5269,Delivered,431.95,EUR,paypal,pickup_point,
5270,Cancelled,739.99,GBP,klarna,overnight,
